end_of_month,total_volume,rt_payment_volume,bat_payment_volume,rtctp_volume,rtddp_volume,rtctp_pp_payee_proxy_id_volume,rtctp_pp_payee_acc_no_volume,rtctp_other_payment_volume,total_value_hkd_thousand,rt_payment_value_hkd_thousand,bat_payment_value_hkd_thousand,rtctp_value_hkd_thousand,rtddp_value_hkd_thousand,rtctp_pp_payee_proxy_id_value_hkd_thousand,rtctp_pp_payee_acc_no_value_hkd_thousand,rtctp_other_payment_value_hkd_thousand,is_partial_launch_month,is_complete_calendar_month,total_value_hkd,total_avg_hkd,total_volume_mom_abs,total_volume_mom_pct,total_volume_yoy_abs,total_volume_yoy_pct,total_volume_ma12,total_value_hkd_mom_abs,total_value_hkd_mom_pct,total_value_hkd_yoy_abs,total_value_hkd_yoy_pct,total_value_hkd_ma12,total_avg_hkd_mom_abs,total_avg_hkd_mom_pct,total_avg_hkd_yoy_abs,total_avg_hkd_yoy_pct,total_avg_hkd_ma12,total_volume_share_total_pct,total_value_hkd_share_total_pct,rt_payment_value_hkd,rt_payment_avg_hkd,rt_payment_volume_mom_abs,rt_payment_volume_mom_pct,rt_payment_volume_yoy_abs,rt_payment_volume_yoy_pct,rt_payment_volume_ma12,rt_payment_value_hkd_mom_abs,rt_payment_value_hkd_mom_pct,rt_payment_value_hkd_yoy_abs,rt_payment_value_hkd_yoy_pct,rt_payment_value_hkd_ma12,rt_payment_avg_hkd_mom_abs,rt_payment_avg_hkd_mom_pct,rt_payment_avg_hkd_yoy_abs,rt_payment_avg_hkd_yoy_pct,rt_payment_avg_hkd_ma12,rt_payment_volume_share_total_pct,rt_payment_value_hkd_share_total_pct,bat_payment_value_hkd,bat_payment_avg_hkd,bat_payment_volume_mom_abs,bat_payment_volume_mom_pct,bat_payment_volume_yoy_abs,bat_payment_volume_yoy_pct,bat_payment_volume_ma12,bat_payment_value_hkd_mom_abs,bat_payment_value_hkd_mom_pct,bat_payment_value_hkd_yoy_abs,bat_payment_value_hkd_yoy_pct,bat_payment_value_hkd_ma12,bat_payment_avg_hkd_mom_abs,bat_payment_avg_hkd_mom_pct,bat_payment_avg_hkd_yoy_abs,bat_payment_avg_hkd_yoy_pct,bat_payment_avg_hkd_ma12,bat_payment_volume_share_total_pct,bat_payment_value_hkd_share_total_pct,rtctp_value_hkd,rtctp_avg_hkd,rtctp_volume_mom_abs,rtctp_volume_mom_pct,rtctp_volume_yoy_abs,rtctp_volume_yoy_pct,rtctp_volume_ma12,rtctp_value_hkd_mom_abs,rtctp_value_hkd_mom_pct,rtctp_value_hkd_yoy_abs,rtctp_value_hkd_yoy_pct,rtctp_value_hkd_ma12,rtctp_avg_hkd_mom_abs,rtctp_avg_hkd_mom_pct,rtctp_avg_hkd_yoy_abs,rtctp_avg_hkd_yoy_pct,rtctp_avg_hkd_ma12,rtctp_volume_share_total_pct,rtctp_value_hkd_share_total_pct,rtddp_value_hkd,rtddp_avg_hkd,rtddp_volume_mom_abs,rtddp_volume_mom_pct,rtddp_volume_yoy_abs,rtddp_volume_yoy_pct,rtddp_volume_ma12,rtddp_value_hkd_mom_abs,rtddp_value_hkd_mom_pct,rtddp_value_hkd_yoy_abs,rtddp_value_hkd_yoy_pct,rtddp_value_hkd_ma12,rtddp_avg_hkd_mom_abs,rtddp_avg_hkd_mom_pct,rtddp_avg_hkd_yoy_abs,rtddp_avg_hkd_yoy_pct,rtddp_avg_hkd_ma12,rtddp_volume_share_total_pct,rtddp_value_hkd_share_total_pct,rtctp_pp_payee_proxy_id_value_hkd,rtctp_pp_payee_proxy_id_avg_hkd,rtctp_pp_payee_proxy_id_volume_mom_abs,rtctp_pp_payee_proxy_id_volume_mom_pct,rtctp_pp_payee_proxy_id_volume_yoy_abs,rtctp_pp_payee_proxy_id_volume_yoy_pct,rtctp_pp_payee_proxy_id_volume_ma12,rtctp_pp_payee_proxy_id_value_hkd_mom_abs,rtctp_pp_payee_proxy_id_value_hkd_mom_pct,rtctp_pp_payee_proxy_id_value_hkd_yoy_abs,rtctp_pp_payee_proxy_id_value_hkd_yoy_pct,rtctp_pp_payee_proxy_id_value_hkd_ma12,rtctp_pp_payee_proxy_id_avg_hkd_mom_abs,rtctp_pp_payee_proxy_id_avg_hkd_mom_pct,rtctp_pp_payee_proxy_id_avg_hkd_yoy_abs,rtctp_pp_payee_proxy_id_avg_hkd_yoy_pct,rtctp_pp_payee_proxy_id_avg_hkd_ma12,rtctp_pp_payee_proxy_id_volume_share_total_pct,rtctp_pp_payee_proxy_id_value_hkd_share_total_pct,rtctp_pp_payee_acc_no_value_hkd,rtctp_pp_payee_acc_no_avg_hkd,rtctp_pp_payee_acc_no_volume_mom_abs,rtctp_pp_payee_acc_no_volume_mom_pct,rtctp_pp_payee_acc_no_volume_yoy_abs,rtctp_pp_payee_acc_no_volume_yoy_pct,rtctp_pp_payee_acc_no_volume_ma12,rtctp_pp_payee_acc_no_value_hkd_mom_abs,rtctp_pp_payee_acc_no_value_hkd_mom_pct,rtctp_pp_payee_acc_no_value_hkd_yoy_abs,rtctp_pp_payee_acc_no_value_hkd_yoy_pct,rtctp_pp_payee_acc_no_value_hkd_ma12,rtctp_pp_payee_acc_no_avg_hkd_mom_abs,rtctp_pp_payee_acc_no_avg_hkd_mom_pct,rtctp_pp_payee_acc_no_avg_hkd_yoy_abs,rtctp_pp_payee_acc_no_avg_hkd_yoy_pct,rtctp_pp_payee_acc_no_avg_hkd_ma12,rtctp_pp_payee_acc_no_volume_share_total_pct,rtctp_pp_payee_acc_no_value_hkd_share_total_pct,rtctp_other_payment_value_hkd,rtctp_other_payment_avg_hkd,rtctp_other_payment_volume_mom_abs,rtctp_other_payment_volume_mom_pct,rtctp_other_payment_volume_yoy_abs,rtctp_other_payment_volume_yoy_pct,rtctp_other_payment_volume_ma12,rtctp_other_payment_value_hkd_mom_abs,rtctp_other_payment_value_hkd_mom_pct,rtctp_other_payment_value_hkd_yoy_abs,rtctp_other_payment_value_hkd_yoy_pct,rtctp_other_payment_value_hkd_ma12,rtctp_other_payment_avg_hkd_mom_abs,rtctp_other_payment_avg_hkd_mom_pct,rtctp_other_payment_avg_hkd_yoy_abs,rtctp_other_payment_avg_hkd_yoy_pct,rtctp_other_payment_avg_hkd_ma12,rtctp_other_payment_volume_share_total_pct,rtctp_other_payment_value_hkd_share_total_pct,rtctp_pp_payee_proxy_id_volume_share_rtctp_pct,rtctp_pp_payee_acc_no_volume_share_rtctp_pct,rtctp_other_payment_volume_share_rtctp_pct,proxy_volume_share_personal_pct,rtctp_pp_payee_proxy_id_value_hkd_share_rtctp_pct,rtctp_pp_payee_acc_no_value_hkd_share_rtctp_pct,rtctp_other_payment_value_hkd_share_rtctp_pct,proxy_value_hkd_share_personal_pct
2018-09,50382,50378,4,48499,1879,35182,12339,978,206810.72119,206794.18518,16.53601,205941.69703,852.48815,43448.17509,151747.86424,10745.6577,True,True,206810721.19,4104.85334424993,,,,,,,,,,,,,,,,100.0,100.0,206794185.18,4104.851029814602,,,,,,,,,,,,,,,,99.9920606565837,99.9920042781608,16536.010000000002,4134.0025000000005,,,,,,,,,,,,,,,,0.007939343416299472,0.007995721839202007,205941697.03,4246.308110064125,,,,,,,,,,,,,,,,96.26255408677702,99.57979733594101,852488.15,453.6924693986163,,,,,,,,,,,,,,,,3.729506569806677,0.41220694221979276,43448175.089999996,1234.9546668751066,,,,,,,,,,,,,,,,69.83049501806201,21.008666688069585,151747864.24,12298.230346057218,,,,,,,,,,,,,,,,24.490889603429796,73.3752405904465,10745657.7,10987.380061349693,,,,,,,,,,,,,,,,1.941169465285221,5.195890057424928,72.54170189076063,25.441761685807958,2.0165364234314107,74.03463731823825,21.097318181111618,73.68486636190754,5.217815456980843,22.258738055922414
2018-10,1682647,1556912,125735,1523839,33073,827615,607595,88629,35981280.07862,33291119.64861,2690160.43001,33275420.42349,15699.22512,2388441.73935,17870004.6853,13016973.99884,False,True,35981280078.62,21383.73650481652,,,,,,,,,,,,,,,,100.0,100.0,33291119648.61,21382.788268450626,,,,,,,,,,,,,,,,92.52754737030405,92.52344434624912,2690160430.0099998,21395.478029267902,,,,,,,,,,,,,,,,7.47245262969595,7.4765556537508715,33275420423.489998,21836.572251720816,,,,,,,,,,,,,,,,90.56201330403823,92.47981269922127,15699225.12,474.6840359205394,,,,,,,,,,,,,,,,1.96553406626583,0.043631647027834466,2388441739.35,2885.933361949699,,,,,,,,,,,,,,,,49.18530149223218,6.638012138898879,17870004685.3,29411.046314238924,,,,,,,,,,,,,,,,36.10947513055323,49.66472745342464,13016973998.84,146870.3697304494,,,,,,,,,,,,,,,,5.267236681252812,36.177073106897765,54.31118379303851,39.87265058841518,5.816165618546316,57.665080371513575,7.1777958293321396,53.70331751747032,39.11888665319755,11.7898563852547
2018-11,1642039,1430323,211716,1429901,422,632329,673317,124255,43077472.8411,34504965.179,8572507.6621,34503871.25905,1093.91995,2452489.71382,19248067.38704,12803314.15819,False,True,43077472841.1,26234.13502425947,-40608.0,-2.4133404094857687,,,,7096192762.479996,19.72190190836634,,,,4850.3985194429515,22.682651922644283,,,,100.0,100.0,34504965179.0,24123.89731480232,-126589.0,-8.130774250567791,,,,1213845530.3899994,3.6461541191831945,,,,2741.1090463516957,12.819231112137434,,,,87.10651817648667,80.0997897585092,8572507662.1,40490.59901991347,85981.0,68.38270966715712,,,,5882347232.09,218.66157744607574,,,,19095.120990645566,89.24839615419872,,,,12.893481823513328,19.9002102414908,34503871259.049995,24130.25185593268,-93938.0,-6.164562004253731,,,,1228450835.5599976,3.691766534955038,,,,2293.679604211866,10.503844549279542,,,,87.08081842148694,80.09725033389151,1093919.95,2592.2273696682464,-32651.0,-98.72403471109365,,,,-14605305.17,-93.03201309849108,,,,2117.543333747707,446.09533363413493,,,,0.025699754999728996,0.00253942461767696,2452489713.82,3878.502668421028,-195286.0,-23.596237380907787,,,,64047974.47000027,2.681579936190135,,,,992.5693064713291,34.393355008057505,,,,38.50876867114606,5.693207033909594,19248067387.04,28586.932139007335,65722.0,10.816744706589093,,,,1378062701.7400017,7.71159675673508,,,,-824.1141752315889,-2.8020566369058626,,,,41.00493350036144,44.68244332261645,12803314158.19,103040.63545281881,35626.0,40.19677532184725,,,,-213659840.64999962,-1.6413940802911628,,,,-43829.73427763059,-29.842462001063335,,,,7.5671162499794455,29.721599977365486,44.22187270307525,47.08836485882589,8.68976243809886,48.4303555481348,7.1078682603672725,55.785239988082324,37.10689175155043,11.301505774350867
2018-12,1995787,1706422,289365,1704416,2006,787365,773717,143334,48598475.32215,36926156.91929,11672318.40286,36923706.52605,2450.39324,3109936.19408,20913559.1206,12900211.21137,False,True,48598475322.15,24350.53205685276,353748.0,21.5432154778297,,,,5521002481.050003,12.816449334006528,,,,-1883.6029674067104,-7.1799697823651805,,,,100.0,100.0,36926156919.29,21639.522298288466,276099.0,19.303262270130592,,,,2421191740.290001,7.016937208108118,,,,-2484.3750165138554,-10.298398240111283,,,,85.50120829527398,75.98213045679636,11672318402.86,40337.699455220914,77649.0,36.676018817661394,,,,3099810740.76,36.1599063301466,,,,-152.89956469255412,-0.37761744304488404,,,,14.498791704726004,24.017869543203638,36923706526.05,21663.55310326235,274515.0,19.19818225177827,,,,2419835267.0000076,7.013228309461973,,,,-2466.6987526703306,-10.222432684903229,,,,85.40069656731906,75.97708833721596,2450393.2399999998,1221.5320239282153,1584.0,375.3554502369668,,,,1356473.2899999998,124.00114743313712,,,,-1370.6953457400311,-52.87712651207185,,,,0.10051172795493707,0.005042119580412372,3109936194.08,3949.8024348046965,155036.0,24.518249202551203,,,,657446480.2599998,26.807308367298326,,,,71.29976638366861,1.838332276117664,,,,39.45135427778615,6.399246423812327,20913559120.6,27029.985279630662,100400.0,14.91125279771638,,,,1665491733.5599976,8.652773808768963,,,,-1556.9468593766724,-5.4463586781744695,,,,38.76751376775177,43.0333646929621,12900211211.37,90001.05495813974,19079.0,15.354714096012234,,,,96897053.1800003,0.7568122751874942,,,,-13039.580494679074,-12.65479433174668,,,,7.181828521781132,26.54447722044152,46.19558840095376,45.3948449204889,8.409566678557349,50.43713270667396,8.422600238916731,56.6399234753025,34.937476285780754,12.945394303965486
2019-01,2364872,2018784,346088,2016578,2206,917600,917522,181456,56253742.35091,42921951.6936,13331790.65731,42919515.82776,2435.86584,3937830.26695,24720981.35741,14260704.2034,False,True,56253742350.91,23787.22499607167,369085.0,18.49320593830905,,,,7655267028.760002,15.752072422055837,,,,-563.3070607810914,-2.313325472584755,,,,100.0,100.0,42921951693.6,21261.289812877454,312362.0,18.30508514306543,,,,5995794774.309998,16.237256390950964,,,,-378.232485411012,-1.7478781656881932,,,,85.36546586876584,76.30061556767815,13331790657.31,38521.38952321375,56723.0,19.602578058853005,,,,1659472254.4499989,14.217160611754629,,,,-1816.3099320071633,-4.50276033719637,,,,14.634534131234163,23.699384432321832,42919515827.76,21283.34030608288,312162.0,18.3148949552222,,,,5995809301.709999,16.238373299495006,,,,-380.21279717947255,-1.7550805048790248,,,,85.27218386449668,76.29628542760534,2435865.84,1104.2002901178603,200.0,9.970089730807578,,,,-14527.399999999907,-0.5928599443899832,,,,-117.33173381035499,-9.605293312985639,,,,0.09328200426915284,0.004330140072824142,3937830266.9500003,4291.445365028335,130235.0,16.54061331148832,,,,827894072.8700004,26.620934360195548,,,,341.64293022363836,8.649620730727293,,,,38.80125435964399,7.000121418386485,24720981357.41,26943.202841359664,143805.0,18.586253113218397,,,,3807422236.8100014,18.20552023141611,,,,-86.78243827099868,-0.3210598798823485,,,,38.797956083881076,43.94548757876567,14260704203.400002,78590.42524578962,38122.0,26.59662048083497,,,,1360492992.0300007,10.54628462850971,,,,-11410.629712350114,-12.678328845875525,,,,7.672973420971621,25.350676430453177,45.50282706644623,45.49895912778975,8.99821380576402,50.002125199305546,9.174917729158171,57.59846279864291,33.22661947219892,13.740382255078726
2019-02,2125388,1825627,299761,1823199,2428,844705,824273,154221,43534562.99866,32585410.84944,10949152.14922,32583124.07216,2286.77728,3617258.8248,19696825.67209,9269039.57527,False,True,43534562998.659996,20483.113200347416,-239484.0,-10.126721446234722,,,,-12719179352.250008,-22.61037012063652,,,,-3304.111795724253,-13.890278484648416,,,,100.0,100.0,32585410849.440002,17848.887450415667,-193157.0,-9.567987461759158,,,,-10336540844.159996,-24.082178084416547,,,,-3412.4023624617876,-16.049837015979048,,,,85.8961751924825,74.84951864669685,10949152149.22,36526.273094965654,-46327.0,-13.385901851552207,,,,-2382638508.09,-17.871856597024852,,,,-1995.1164282480968,-5.179243150213468,,,,14.103824807517498,25.15048135330316,32583124072.160004,17871.40299668879,-193379.0,-9.589462941676445,,,,-10336391755.599998,-24.083197483123755,,,,-3411.9373093940885,-16.0310236096678,,,,85.78193722746153,74.84426586104223,2286777.28,941.8357825370674,222.0,10.063463281958295,,,,-149088.56000000006,-6.120557115740006,,,,-162.36450758079286,-14.704262354745657,,,,0.114237965020975,0.0052527856546312115,3617258824.8,4282.274669618388,-72895.0,-7.944093286835223,,,,-320571442.1500001,-8.140814113816411,,,,-9.170695409947257,-0.21369712602380309,,,,39.7435668216815,8.308935649385846,19696825672.09,23895.997651372785,-93249.0,-10.163135052892464,,,,-5024155685.32,-20.323447571445346,,,,-3047.2051899868784,-11.309736292038783,,,,38.78223646694157,45.244110231900734,9269039575.27,60102.31794159032,-27235.0,-15.009148223260734,,,,-4991664628.130001,-35.002932232055564,,,,-18488.1073041993,-23.524630699449965,,,,7.256133938838462,21.291219979755635,46.330927123150026,45.21025954928672,8.458813327563256,50.61211112429284,11.101632909076065,60.451004110190766,28.44736298073316,15.515337200062596
2019-03,2669184,2330598,338586,2325579,5019,1076299,1038789,210491,58174905.85249,45300469.21681,12874436.63568,45296656.02293,3813.19388,4583865.60352,26964807.99569,13747982.42372,False,True,58174905852.49,21795.015200334634,543796.0,25.585728347012406,,,,14640342853.830002,33.62924041360111,,,,1311.901999987218,6.404797879869974,,,,100.0,100.0,45300469216.810005,19437.272844484552,504971.0,27.66014087214968,,,,12715058367.370003,39.02070907167499,,,,1588.385394068886,8.899072272607643,,,,87.31499964033952,77.86943279577487,12874436635.68,38024.12573372792,38825.0,12.95198508144822,,,,1925284486.460001,17.5838682321823,,,,1497.8526387622624,4.100754092452724,,,,12.685000359660481,22.130567204225134,45296656022.93,19477.582151769515,502380.0,27.55486373127673,,,,12713531950.769997,39.01876297255615,,,,1606.1791550807247,8.987426199153571,,,,87.12696464537477,77.86287809005748,3813193.88,759.751719466029,2591.0,106.71334431630972,,,,1526416.6,66.7496836421254,,,,-182.08406307103837,-19.3328886465271,,,,0.1880349949647533,0.006554705717391011,4583865603.52,4258.914672892942,231594.0,27.417145630723148,,,,966606778.7200003,26.722079495471114,,,,-23.359996725445853,-0.5455043995934891,,,,40.32314744880833,7.879455129919736,26964807995.69,25957.9260039238,214516.0,26.02487282732784,,,,7267982323.599998,36.89925698991478,,,,2061.9283525510145,8.628760274558196,,,,38.917849050496336,46.35127053589525,13747982423.720001,65313.87291485147,56270.0,36.48660039812995,,,,4478942848.450001,48.32154196859746,,,,5211.554973261147,8.671138072122162,,,,7.885968146070111,23.632152424242488,46.280904669331804,44.6679730080122,9.051122322655992,50.88672433487401,10.119655634622484,59.529356829431116,30.350987535946405,14.529503400849105
2019-04,2749175,2384666,364509,2372860,11806,1107169,1053243,212448,59640331.27389,46518707.87193,13121623.40196,46512279.19486,6428.67707,4651184.36471,27045071.75201,14816023.07814,False,True,59640331273.89001,21693.901360913733,79991.0,2.9968334891862085,,,,1465425421.4000092,2.518999214396298,,,,-101.11383942090106,-0.4639310341905547,,,,100.0,100.0,46518707871.93,19507.431175657304,54068.0,2.3199196086154714,,,,1218238655.119995,2.6892406992286375,,,,70.15833117275179,0.36094740107874573,,,,86.74114961761255,77.99874158696277,13121623401.960001,35998.077967786805,25923.0,7.656252768868176,,,,247186766.2800007,1.9199812253916524,,,,-2026.0477659411117,-5.328321761107527,,,,13.258850382387443,22.001258413037235,46512279194.85999,19601.77979099483,47281.0,2.033085094077647,,,,1215623171.9299927,2.68369296690383,,,,124.19763922531638,0.6376440271567956,,,,86.31171169532678,77.9879625102328,6428677.069999999,544.5262637641877,6787.0,135.2261406654712,,,,2615483.1899999995,68.59035423606626,,,,-215.22545570184138,-28.328393366862898,,,,0.4294379222857766,0.010779076729934958,4651184364.71,4200.970551659232,30870.0,2.8681620999369133,,,,67318761.18999958,1.46860242015614,,,,-57.944121233709666,-1.360537265574051,,,,40.27277274091318,7.798723221958773,27045071752.01,25677.903154362288,14454.0,1.3914279030678993,,,,80263756.3199997,0.29766114534480975,,,,-280.022849561512,-1.0787566368714654,,,,38.31123882619331,45.34695092119665,14816023078.14,69739.52721673068,1957.0,0.9297309623689375,,,,1068040654.4199982,7.768708320264219,,,,4425.6543018792145,6.775978983284089,,,,7.727700128220285,24.842288367077394,46.659684937164435,44.38706876933321,8.953246293502355,51.2480489832495,9.999906358542834,58.14609006517727,31.85400357627991,14.674238962425811
2019-05,3129051,2741134,387917,2712228,28906,1293222,1182085,236921,64415651.64657,50125379.66997,14290271.9766,50113191.16634,12188.50363,5453198.91304,29301608.21202,15358384.04128,False,True,64415651646.57,20586.322065881955,379876.0,13.817818072694536,,,,4775320372.679993,8.006864265642644,,,,-1107.5792950317773,-5.105486913604769,,,,100.0,100.0,50125379669.97,18286.366033170943,356468.0,14.94834077392809,,,,3606671798.040001,7.753164184975812,,,,-1221.0651424863609,-6.259487123092295,,,,87.60272683315165,77.81552835170157,14290271976.6,36838.47827396067,23408.0,6.421789311100685,,,,1168648574.6399994,8.906280410893642,,,,840.4003061738622,2.3345699371113695,,,,12.39727316684835,22.184471648298427,50113191166.340004,18476.761970726653,339368.0,14.302065861449895,,,,3600911971.480011,7.741852331927743,,,,-1125.0178202681782,-5.739365671197969,,,,86.67893236639479,77.7966067025085,12188503.629999999,421.659988583685,17100.0,144.84160596306964,,,,5759826.56,89.59582970621979,,,,-122.86627518050267,-22.563884124000875,,,,0.9237944667568538,0.018921649193079322,5453198913.04,4216.753900753312,186053.0,16.804390296332357,,,,802014548.3299999,17.243232807865816,,,,15.783349094080222,0.37570720622753156,,,,41.329527706643326,8.465642702739578,29301608212.02,24788.07210312287,128842.0,12.232884529021318,,,,2256536460.010002,8.343614247731828,,,,-889.8310512394164,-3.4653571434170924,,,,37.77774794977775,45.48833623975339,15358384041.279999,64824.9164965537,24473.0,11.519524777827986,,,,542360963.1399994,3.6606379477109137,,,,-4914.610720176985,-7.047094978008336,,,,7.571656709973727,23.842627760015528,47.68116839734712,43.58354091175226,8.735290690900618,52.2449134592194,10.881763436176463,58.47084875269585,30.64738781112768,15.690488206185337
2019-06,3167507,2784006,383501,2743451,40555,1330783,1178858,233810,64442236.24277,50755472.51497,13686763.7278,50738843.82842,16628.68655,5494775.44815,29041781.97666,16202286.40361,False,True,64442236242.770004,20344.781003726275,38456.0,1.2289988242441559,,,,26584596.200004578,0.041270398607261706,,,,-241.54106215568027,-1.1733084782346341,,,,100.0,100.0,50755472514.96999,18231.093077734025,42872.0,1.5640242323067752,,,,630092844.9999924,1.2570335609397478,,,,-55.27295543691798,-0.30226320164790765,,,,87.89265501228569,78.76119060139602,13686763727.800001,35688.990974730186,-4416.0,-1.1383878510093655,,,,-603508248.7999992,-4.22321037547942,,,,-1149.4872992304809,-3.1203441431048407,,,,12.107344987714313,21.23880939860396,50738843828.42,18494.532553495577,31223.0,1.1511937786941215,,,,625652662.0799942,1.2484789883032477,,,,17.770582768924214,0.09617801429210777,,,,86.61231056474382,78.7353865829145,16628686.549999999,410.0280249044507,11649.0,40.29959178025324,,,,4440182.92,36.429270194178876,,,,-11.631963679234275,-2.758612150587233,,,,1.2803444475418682,0.025804018481536833,5494775448.15,4128.9792912518415,37561.0,2.9044510532607704,,,,41576535.10999966,0.7624246937073847,,,,-87.77460950147088,-2.0815682291961637,,,,42.013577239134754,8.52666786337117,29041781976.66,24635.521815740318,-3227.0,-0.27299221291193104,,,,-259826235.3600006,-0.8867302896139866,,,,-152.5502873825535,-0.6154181202471765,,,,37.217218462342785,45.0663783101076,16202286403.61,69296.80682438733,-3111.0,-1.3130959264902646,,,,843902362.3300018,5.494734081800375,,,,4471.890327833629,6.898412785570452,,,,7.381514863266285,25.142340409435732,48.50762780162649,42.96989448690719,8.522477711466326,53.02682734303432,10.829524351661023,57.23776851295344,31.932707135385545,15.910026528013827
